,Name,Park,City,State,Country,Status,Status Date,Material,Seating,Thrill,Make,Model,Length,Height,Drop,Speed,Inversions,VerticalAngle,Duration,G-Force
15,West Coast Racers,Six Flags Magic Mountain,Valencia,California,United States,Operating,2020-01-09,Steel,Sit Down,Extreme,Premier Rides,,4000,67,,55,4,,3:00,
16,Whirlwind,Seabreeze,Rochester,New York,United States,Operating,2004,Steel,Sit Down,Thrill,Maurer Rides GmbH,Spinning Coaster,1391.1,50.8,,37.3,0,50,1:10,
17,Whirlwind,Playland's Castaway Cove,Ocean City,New Jersey,United States,Operating,2016-05-27,Steel,Sit Down,Family,SBF Visa Group,MX608/E Higher Model,190,14,,,0,,,
18,Whirlwind,Waldameer,Erie,Pennsylvania,United States,Operating,2020-07-03,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,,,,,0,,,
19,Whistle Punk Chaser,Dollywood,Pigeon Forge,Tennessee,United States,Operating,2017-05-21,Steel,Sit Down,Family,Zamperla,Family Coaster,,,,,0,,,
20,White Lightning,Fun Spot America,Orlando,Florida,United States,Operating,2013-05,Wood,Sit Down,Thrill,Great Coasters International,Wooden Coasters,2032,69.7,67.2,44.3,0,,1:15,
21,Whizzer,Six Flags Great America,Gurnee,Illinois,United States,Operating,1976,Steel,Sit Down,Thrill,Schwarzkopf,Speed Racer / Extended Jumbo Jet,3100,70,64,42,0,,2:00,
22,Wicked,Lagoon,Farmington,Utah,United States,Operating,2007-06-01,Steel,Sit Down,Extreme,Zierer,Tower,2050.5,110,,55,1,90,1:46,4.8
23,Wicked Cyclone,Six Flags New England,Agawam,Massachusetts,United States,Operating,2015-05-24,Steel,Sit Down,Extreme,Rocky Mountain Construction,IBox Track,3320,109,,55,3,78,,
0,Wildcat,Hersheypark,Hershey,Pennsylvania,United States,Operating,1996-05-26,Wood,Sit Down,Extreme,Great Coasters International,Wooden Coasters,3183,106,85.2,50,0,,,3.5
1,Wildcat,Frontier City,Oklahoma City,Oklahoma,United States,Operating,1991-04-20,Wood,Sit Down,Thrill,National Amusement Device Company,,2653,75,65,46,0,,2:10,
2,Wildcat,Lake Compounce,Bristol,Connecticut,United States,Operating,1927,Wood,Sit Down,Thrill,"Philadelphia Toboggan Coasters, Inc.",,2746,85,78,48,0,,1:15,
3,Wildcat,Adventure Park USA,Monrovia,Maryland,United States,Operating,2007-03-30,Steel,Sit Down,Thrill,Schwarzkopf,Wildcat,1509.2,44.3,,,0,,,
4,Wildcat,Funland Amusement Park,North Little Rock,Arkansas,United States,Operating,2007,Steel,Sit Down,Kiddie,Williams Amusement Device Company,Kid-E-Coaster,,,,,0,,,
5,Wildcat,Washington State Fair,Puyallup,Washington,United States,Operating,2021,Steel,Sit Down,Thrill,Schwarzkopf,Wildcat,,,,,0,,,
6,Wildcat,North Georgia State Fair,Marietta,Georgia,United States,Operating,2011,Steel,Sit Down,Thrill,Schwarzkopf,Wildcat,,,,,0,,,
7,Wildcat,Jolly Roger Amusement Park,Ocean City,Maryland,United States,Operating,2015,Steel,Sit Down,Thrill,Schwarzkopf,Wildcat,,,,,0,,,
8,Wild Chipmunk,Lakeside Amusement Park,Denver,Colorado,United States,Operating,1955,Steel,Sit Down,Thrill,Miler Manufacturing,Wild Mouse,1150,41,,21,0,,0:48,
9,Wild Eagle,Dollywood,Pigeon Forge,Tennessee,United States,Operating,2012-03-24,Steel,Wing,Extreme,Bolliger & Mabillard,Wing Coaster,3127,,135,61,4,,2:22,
10,Wilderness Run,Cedar Point,Sandusky,Ohio,United States,Operating,1979,Steel,Sit Down,Kiddie,Intamin Amusement Rides,Other,443,19,,6,0,,0:50,
11,Wilderness Run,Carowinds,Charlotte,North Carolina,United States,Operating,1998,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,15,,,0,,,
12,Wilderness Run Alpine Coaster,Wilderness Run Alpine Coaster,Banner Elk,North Carolina,United States,Operating,2020-05-22,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2930,,,27,0,,,
13,Wildfire,Silver Dollar City,Branson,Missouri,United States,Operating,2001-04-04,Steel,Sit Down,Extreme,Bolliger & Mabillard,Sitting Coaster,3073,120,155,66,5,,2:16,
14,Wild Mouse,Idlewild & SoakZone,Ligonier,Pennsylvania,United States,Operating,1993-05-15,Steel,Sit Down,Thrill,Vekoma,Other,1640.4,56,,,0,,,
15,Wild Mouse,Lagoon,Farmington,Utah,United States,Operating,1998,Steel,Sit Down,Thrill,Maurer Rides GmbH,Wild Maus Classic,1213.9,49.3,,28,0,46,1:10,
16,Wild Mouse,Hersheypark,Hershey,Pennsylvania,United States,Operating,1999-05-08,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Wilde Maus,1213.9,45.9,,28,0,,1:50,
17,Wild Mouse,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,2000,Steel,Sit Down,Thrill,Maurer Rides GmbH,Wild Maus Classic,1213.9,49.3,,28,0,46,1:10,
18,Wild Mouse,Beech Bend,Bowling Green,Kentucky,United States,Operating,2005,Steel,Sit Down,Thrill,Zamperla,Twister Coaster,1377.9,42.7,,29.1,0,,1:30,2.5
19,Wild Mouse,Funtown Splashtown U.S.A.,Saco,Maine,United States,Operating,2009-05-30,Steel,Sit Down,Thrill,Maurer Rides GmbH,Wild Maus Classic,1213.9,49.3,,28,0,46,1:10,
20,Wild Mouse,Eagle Park,Cache,Oklahoma,United States,SBNO,1986,Steel,Sit Down,Thrill,B. A. Schiff & Associates,Wild Mouse,,,,,0,,,
21,Wild Mouse,Arnolds Park,Arnolds Park,Iowa,United States,Operating,2019-07-12,Steel,Sit Down,Thrill,Allan Herschell Company,Wild Mouse,,,,,0,,,
22,Wild One,Six Flags America,Upper Marlboro,Maryland,United States,Operating,1986,Wood,Sit Down,Extreme,"Philadelphia Toboggan Coasters, Inc.",,4000,98,88,53,0,,1:52,
23,Wild Thing,Valleyfair!,Shakopee,Minnesota,United States,Operating,1996-05-11,Steel,Sit Down,Extreme,"D.H. Morgan Manufacturing, Inc.",,5460,207,196,74,0,,3:00,
0,Wild Thing,Wild Waves Theme & Water Park,Federal Way,Washington,United States,Operating,1997-06-24,Steel,Sit Down,Extreme,Arrow Dynamics,Loop & Corkscrew,,,64,,3,,1:00,
1,Wild Waves,Playland's Castaway Cove,Ocean City,New Jersey,United States,Operating,2017-09-07,Steel,Sit Down,Thrill,E&F Miler Industries,Family Coaster,,50,,,0,,,
2,Wild West Express,Glenwood Caverns Adventure Park,Glenwood Springs,Colorado,United States,Operating,2012-05-25,Steel,Sit Down,Family,Zierer,Tivoli,197.5,10.8,,16.2,0,,,
3,Wild West Express,Adventure Park USA,Monrovia,Maryland,United States,Operating,2015-05-15,Steel,Sit Down,Thrill,Zamperla,Other,1437,53,,,0,,,
4,Wild Whizzer,Morey's Piers,Wildwood,New Jersey,United States,Operating,2018-06-02,Steel,Sit Down,Family,SBF Visa Group,MX608/E Higher Model,,,,,0,,,
5,Wile E. Coyote's Grand Canyon Blaster,Six Flags Over Texas,Arlington,Texas,United States,Operating,2001-03-10,Steel,Sit Down,Family,Chance Rides,Big Dipper,,16.1,,,0,,,
6,Wipeout,Palace Playland,Old Orchard Beach,Maine,United States,Operating,2018-07-19,Steel,Sit Down,Family,SBF Visa Group,MX608/E Higher Model,,,,,0,,,
7,Wolverine Wildcat,Michigan's Adventure,Muskegon,Michigan,United States,Operating,1988-05-14,Wood,Sit Down,Extreme,Dinn Corporation,,3000,85,,55,0,,2:00,
8,Wonder Woman Flight of Courage,Six Flags Magic Mountain,Valencia,California,United States,Under Construction,2022,Steel,Sit Down,Extreme,Rocky Mountain Construction,Raptor Track,3300,131,,58,3,,,
9,Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,San Antonio,Texas,United States,Operating,2018-05-12,Steel,Sit Down,Extreme,Rocky Mountain Construction,Raptor Track,1800,113,100,52,3,90,,
10,Wooden Warrior,Quassy Amusement Park,Middlebury,Connecticut,United States,Operating,2011-04-23,Wood,Sit Down,Family,,,1239,32,36,35,0,48.5,,
11,Woodstock Express,Kings Island,Mason,Ohio,United States,Operating,1972-04-29,Wood,Sit Down,Family,"Philadelphia Toboggan Coasters, Inc.",,1350,38.6,,35,0,,1:30,
12,Woodstock Express,California's Great America,Santa Clara,California,United States,Operating,1987,Steel,Sit Down,Family,Intamin Amusement Rides,Other,1300,,,,0,,1:15,
13,Woodstock Express,Carowinds,Charlotte,North Carolina,United States,Operating,1975,Wood,Sit Down,Family,"Philadelphia Toboggan Coasters, Inc.",,1356,,,,0,,1:30,
14,Woodstock Express,Kings Dominion,Doswell,Virginia,United States,Operating,1974,Wood,Sit Down,Family,"Philadelphia Toboggan Coasters, Inc.",,1385,35,,35,0,,1:40,
15,Woodstock Express,Cedar Point,Sandusky,Ohio,United States,Operating,1999-05-10,Steel,Sit Down,Family,Vekoma,Junior Coaster,1099.1,42.7,,28.5,0,,1:06,
16,Woodstock Express,Michigan's Adventure,Muskegon,Michigan,United States,Operating,2021-05-29,Steel,Sit Down,Family,Chance Rides,Big Dipper,,16.1,,,0,,,
17,Woodstock's Express,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,2000,Steel,Sit Down,Family,Zamperla,Family Coaster,262.5,13,,,0,,,
18,Woody Woodpecker's Nuthouse Coaster,Universal Studios Florida,Orlando,Florida,United States,Operating,1999-03-13,Steel,Sit Down,Family,Vekoma,Junior Coaster,679.2,27.9,,21.7,0,,0:44,
19,X2,Six Flags Magic Mountain,Valencia,California,United States,Operating,2002-01-12,Steel,Wing,Extreme,Arrow Dynamics,4th Dimension,3610,175,215,76,2,88.5,,4
20,Xcelerator,Knott's Berry Farm,Buena Park,California,United States,Operating,2002-06-22,Steel,Sit Down,Extreme,Intamin Amusement Rides,Other,2202,205,,82,0,90,1:02,
21,X Coaster,Magic Springs Theme and Water Park,Hot Springs,Arkansas,United States,Operating,2006-05-27,Steel,Sit Down,Extreme,Maurer Rides GmbH,SkyLoop,492,151,,65.3,2,,0:50,5
22,X-Flight,Six Flags Great America,Gurnee,Illinois,United States,Operating,2012-05-16,Steel,Wing,Extreme,Bolliger & Mabillard,Wing Coaster,3000,,,55,5,,1:15,
23,Xolo Loca,Casino Pier,Seaside Heights,New Jersey,United States,Operating,2021-08-18,Steel,Sit Down,Family,SBF Visa Group,Big Air Coaster,,,,,0,,,
0,Yankee Cannonball,Canobie Lake Park,Salem,New Hampshire,United States,Operating,1936,Wood,Sit Down,,"Philadelphia Toboggan Coasters, Inc.",,2000,63.5,,35,0,,,
1,Zach's Zoomer,Michigan's Adventure,Muskegon,Michigan,United States,Operating,1994-07-22,Wood,Sit Down,Family,"Custom Coasters International, Inc.",,1400,41,,,0,,,
2,Zeus,Mt. Olympus Water & Theme Park,Wisconsin Dells,Wisconsin,United States,Operating,1997-06-07,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,2900,90,85,60,0,,1:25,
3,Zippin Pippin,Bay Beach Amusement Park,Green Bay,Wisconsin,United States,Operating,2011-05-21,Wood,Sit Down,Extreme,Martin & Vleminckx,,2347,70,63,42,0,50.6,1:30,
4,Zoom Coaster,Oaks Amusement Park,Portland,Oregon,United States,Operating,1999,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
5,Zoomerang,Lake Compounce,Bristol,Connecticut,United States,Operating,1997-06-27,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
6,Zydeco Scream,Six Flags New Orleans,New Orleans,Louisiana,United States,SBNO,2005-08-22,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
7,unknown,Deadwood,Williamston,North Carolina,United States,In Storage,2008,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
8,unknown,"London, Las Vegas",Las Vegas,Nevada,United States,In Storage,2012,Steel,Sit Down,Extreme,Premier Rides,LIM Shuttle Loop Coaster,1365,224,,70,1,90,0:45,3.5
9,unknown,Lakeside Amusement Park,Denver,Colorado,United States,SBNO,2018,Steel,Sit Down,Thrill,Pinfari,Zyklon,,,,,0,,,
10,unknown,Kirby Family Farm,Williston,Florida,United States,In Storage,2014,Steel,Sit Down,Family,Zamperla,Powered Coaster,,,,,0,,,
11,unknown,Lost Island Theme Park,Waterloo,Iowa,United States,Under Construction,2022,Steel,Sit Down,Extreme,Intamin Amusement Rides,Other,1443.5,78.7,,46.6,2,90,0:50,
12,unknown,Lost Island Theme Park,Waterloo,Iowa,United States,Under Construction,2022,Steel,Sit Down,Family,,,,,,,0,,,
13,unknown,Lost Island Theme Park,Waterloo,Iowa,United States,Under Construction,2022,Steel,Inverted,Extreme,Vekoma,SLC,2509.8,109.3,,49.7,5,,1:30,
14,unknown,Runway Fun Park,Swanzey,New Hampshire,United States,Operating,2021-09,Steel,Sit Down,Kiddie,,,,,,,0,,,
15,unknown,Aerie's Resort & Winery,Grafton,Illinois,United States,Under Construction,2022-09,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,3885,,,25,0,,,
